tazak,qid,question,asked,answered,last_10,last_time,priority_val,grade,ans,is_true,elapsed
4,300,All HTML Elements have Content,3,3,111,268,0.1,14,No,1,3
23,397,Tag Attributes values should be enclosed in quotation marks (usually by double q*****),2,2,11,586,0.38,35,quotes,1,20
28,292,Some HTML Tag Attributes are Case Sensitive,3,3,111,360,0.33,22,Yes,1,5
34,307,<img src="path"> is Empty HTML Element,4,4,1111,114,0.31,10,Yes,1,5
38,497,The drawback of the Interactive Mode is it does not s***** the typed code in a file,3,3,111,210,0.71,21,save,1,5
56,396,Tag Attributes values should be enclosed in quotation marks (usually by d**** quotes),2,2,11,614,0.38,36,double,1,18
61,539,Importing Module process executes the m***** (once per session),1,1,1,195,0.79,21,module,1,4
66,582,מה קרה לו,0,0,,1103,0.02,80,what happened to him,1,5
68,514,לי,1,1,1,285,0.07,15,me,1,2
73,493,To run the Interactive Mode type "python" or "py" in the c***** p*****,1,1,1,386,0.71,29,command prompt,1,5
94,531,Execute module.py in Comand Prompt with Interactive Mode,1,0,0,213,0.81,52,python -i module.py,1,21
100,378,Tag Attributes usually consists of a key-value p***** (ex: width="50"),3,3,111,366,0.4,24,pairs,1,6
106,193,סוגריים (),4,4,1111,357,0.07,18,parentheses,1,6
146,318,Empty Element can contain Elements inside it,5,5,11111,676,0.21,36,No,1,40
150,502,In the Interactive Mode; a multiline statement terminates with a b***** line,3,3,111,63,0.71,13,blank,1,4
164,581,הם רצו להגיד,0,0,,1111,0.02,80,they wanted to say,1,15
199,489,Interactive Mode i*****y executes python statements,2,1,01,235,0.71,37,immediately,1,35
203,519,כל,2,1,10,18,0.07,16,all,1,3
209,501,In the Interactive Mode; a multiline statement t***** with a blank line,1,1,1,399,0.71,30,terminates,1,6
216,190,eventually = after a l**** delay or series of problems,2,2,11,417,0.05,21,long,1,7
225,247,Composite Number that is not a Square Number; have an ***** number of positive divisors,8,7,01111111,140,0.86,23,even,1,10
229,330,If we add the number N to its o***** number we get zero,4,4,1111,150,0.69,17,opposite,1,3
236,247,Composite Number that is not a Square Number; have an ***** number of positive divisors,9,8,011111111,2,0.86,16,even,1,7
238,303,Empty HTML Element may have Tag Attributes,5,5,11111,373,0.26,22,Yes,1,2
240,207,זה *i**,4,4,1111,295,0.07,15,this,1,2
266,337,Multiplication = The p***** of adding a number to itself a particular number of times,3,3,111,769,0.02,38,process,1,25
317,351,Composite Number is a positive integer that can be performed by m***** two smaller positive integers,9,8,011111111,93,0.83,20,multiplying,1,51
322,496,The Interactive Mode automatically prints on the screen the result of the t***** expression,2,2,11,158,0.71,18,typed,1,5
328,568,בתוך הקווים,0,0,,1124,0.02,80,within line,0,5
340,345,Ten fingers on two h***** is the possible origin of decimal system,4,4,1111,430,0.69,31,hands,1,4
