tazak,qid,question,asked,answered,last_10,last_time,priority_val,grade,ans,is_true,elapsed
1,552,שלהם,0,0,,1000,1.0,95,their,1,2
3,428,דף; עמוד,0,0,,1001,1.0,95,page,1,2
4,485,היא,0,0,,1002,1.0,95,she,1,1
5,513,אם *****i,0,0,,1003,1.0,95,if,1,1
7,204,ו / וגם,0,0,,1004,1.0,95,and,1,1
8,554,כל כך *****s,0,0,,1005,1.0,95,so,1,1
9,368,מה,0,0,,1006,1.0,95,what,1,1
11,551,אודות,0,0,,1007,1.0,95,about,1,2
13,659,לכרות (לחפור באדמה); למקש,0,0,,1008,1.0,95,to mine,1,2
15,572,קו,0,0,,1009,1.0,95,line,1,2
17,661,לנשוך,0,0,,1000,0.67,90,to bite,1,2
19,429,מבנה *****s,0,0,,1001,1.0,95,structure,1,2
25,772,רק תחשוב על זה,0,0,,1002,1.0,95,just think about it,1,5
38,672,אין דברים כאלה,0,0,,1003,1.0,95,there are no such things,1,14
43,561,זה אבא שלי,0,0,,1004,1.0,95,this is my father,1,5
46,717,אני כאן,0,0,,1005,1.0,95,i am here,1,3
48,210,אלה **o**,0,0,,1006,1.0,95,those,1,2
50,404,available = ready for immediate u*****,0,0,,1007,1.0,95,use,1,2
54,776,סרטי מגוברים,0,0,,1008,1.0,95,adults movies,1,4
57,656,כריית נתונים,0,0,,1009,1.0,95,data mining,1,3
58,243,Children with worries h***** little learning ability,0,0,,1000,0.67,90,have,1,2
62,235,A happy man does not c***** all the time and thinks the world owes him,0,0,,1001,1.0,95,complain,1,3
64,240,Children will s***** in what they love to do,0,0,,1002,0.67,90,succeed,1,2
66,243,Children with worries h***** little learning ability,1,1,1,3,0.67,10,have,1,2
69,242,Children with worries have little learning a*****,0,0,,1004,0.67,90,ability,1,3
75,266,The most common today numeral system is d***** [0:9],0,0,,1000,0.67,90,decimal,1,6
78,330,If we add the number N to its o***** number we get zero,0,0,,1001,1.0,95,opposite,1,3
81,357,Number Type Ordering: Natural (Counting) => Whole => ***** => Rational => Real,0,0,,1000,1.0,95,integer,1,3
83,255,Natural Numbers = p***** integers,0,0,,1001,0.67,90,positive,1,2
87,745,Absolute Value of a number is its ***** from zero (on the number line),0,0,,1000,1.0,95,distance,1,3
91,748,|-n| is read "the ***** value of -n",0,0,,1001,0.33,84,absolute,1,4
94,476,***** is sum of the first n odd numbers,0,0,,1000,0.67,90,n^2,1,4
96,276,Square Number can end with digit 1,0,0,,1001,0.33,84,Yes,1,2
