tazak,qid,question,asked,answered,last_10,last_time,priority_val,grade,ans,is_true,elapsed
8,479,ללכת *****g to,0,0,,1123,0.08,81,to go,1,7
85,373,Tag Attributes are l***** in the opening tag,3,3,111,47,0.41,8,located,1,77
91,354,Counting Numbers = Natural Numbers,5,5,11111,27,0.87,14,Yes,1,6
94,412,מלבן,1,0,0,189,0.08,40,rectangle,1,3
97,231,If one of the family members is not happy; e***** none of them will be happy,4,4,1111,104,1.0,20,eventually,1,3
101,345,Ten fingers on two h***** is the possible origin of decimal system,3,3,111,139,0.74,18,hands,1,4
129,456,Head Tag for English language,1,1,1,157,0.67,17,<head metaset="utf-8"></head>,0,28
162,266,The most common today numeral system is d***** [0:9],2,2,11,331,0.72,27,decimal,1,4
236,190,eventually = after a l**** delay or series of problems,1,1,1,688,0.05,35,long,1,74
246,265,The first numeral systems w***** created at the same time as agriculture and commerce,3,3,111,446,0.72,33,were,1,10
249,262,Rational Numbers = {p/q : p and q are i*****; q is not zero},4,4,1111,163,0.9,21,integers,1,3
252,278,Square Number can end with digit 3,2,2,11,512,0.79,37,No,1,3
266,462,Heading Tag defines the hierarchy and the s***** of the web page content,1,1,1,161,0.62,17,structure,1,13
271,212,ל,2,2,11,237,0.08,13,to,1,5
275,330,If we add the number N to its o***** number we get zero,2,2,11,97,0.74,15,opposite,1,4
279,447,Doctype Tag is instruction to the b***** about what version of HTML the page is written in,0,0,,1237,0.56,88,browser,1,4
299,456,Head Tag for English language,2,1,10,10,0.67,25,<head charset="UTF-8"></head>,1,20
302,319,Non Empty Element can contain any number of Elements inside it,2,2,11,484,0.23,27,Yes,1,3
312,494,The Interactive Mode a***** prints on the screen the result of the typed expression,0,0,,1018,0.77,91,automatically,1,10
314,302,Empty HTML Element must be without Tag Attributes,3,3,111,138,0.28,11,No,1,2
317,325,HTML Tag holds instructions to the b****** about the meaning of the text,5,5,11111,111,0.49,12,browser,1,3
319,282,Square Number can end with digit 7,3,3,111,334,0.79,28,No,1,3
323,502,In the Interactive Mode; a multiline statement terminates with a b***** line,0,0,,1022,0.77,91,blank,1,4
326,373,Tag Attributes are l***** in the opening tag,4,4,1111,22,0.41,7,located,1,3
328,375,Tag Attributes are located in the opening *****,2,2,11,320,0.41,22,tag,1,2
335,501,In the Interactive Mode; a multiline statement t***** with a blank line,0,0,,1025,0.77,91,terminates,1,7
349,471,HTML Tag for English language,2,1,10,49,0.67,27,<html lang="en></html>,0,14
379,403,Global Tag Attributes can be used in m***** elements (ex: class; draggable),2,2,11,66,0.44,9,most,1,17
383,250,Integer can be negative,8,8,11111111,199,0.92,23,Yes,1,4
388,493,To run the Interactive Mode type "python" or "py" in the c***** p*****,0,0,,1029,0.77,91,command prompt,1,6
396,417,browser = a computer program for displaying and n***** between web pages,0,0,,1252,0.03,80,navigating,1,7
401,264,Numeral System = Writing system for expressing n*****,4,4,1111,65,0.69,13,numbers,1,5
405,395,רוב *****ma,1,1,1,441,0.08,23,majority,1,4
407,222,על *o,3,3,111,318,0.08,17,on,1,2
412,498,The drawback of the Interactive Mode is it does not save the typed c***** in a file,0,0,,1034,0.77,91,code,1,5
425,362,Rational Numbers = {p/q : ***** and ***** are *****; q is not zero},1,1,1,443,0.92,35,p and 1 are integers,0,13
