tazak,qid,question,asked,answered,last_10,last_time,priority_val,grade,ans,is_true,elapsed
126,545,will = the mental power used to control and direct your t***** and actions,1,1,1,887,0.07,45,thoughts,1,126
135,726,בכל רגע נתון,0,0,,1001,0.07,81,in any given moment,0,9
213,390,<b> = i**** level tag,2,2,11,918,0.26,49,inline,1,70
216,675,אם אתה יכול,0,0,,1030,0.07,81,if you can,1,4
226,471,HTML Tag for English language,5,2,10001,831,0.62,68,<html lang="en"></html,0,9
239,351,Composite Number is a positive integer that can be performed by m***** two smaller positive integers,13,11,11111111110,10,0.83,16,multiplying,1,7
244,727,רגעים טובים,0,0,,1006,0.07,81,good moments,1,5
247,264,Numeral System = Writing system for expressing n*****,6,6,111111,644,0.64,41,numbers,1,3
253,463,Heading Tag defines the hierarchy and the structure of the web page c*****,4,3,0111,438,0.57,37,content,1,6
255,294,You can write and read HTML code in any text editor,5,5,11111,492,0.14,26,Yes,1,3
262,729,הזמן הכי טוב,0,0,,1010,0.07,81,the best time,1,6
264,220,הוא,3,3,111,577,0.07,29,he,1,2
267,502,In the Interactive Mode; a multiline statement terminates with a b***** line,5,5,11111,397,0.71,30,blank,1,3
270,373,Tag Attributes are l***** in the opening tag,6,6,111111,307,0.38,21,located,1,3
274,197,אני אצליח,6,5,110111,640,0.07,38,i will succeed,1,4
280,523,Python Module file e***** with .py extension,4,4,1111,234,0.79,23,ends,1,5
284,400,Tag Attribute value with double quotes should be enclosed in single q*****,7,7,1111111,420,0.36,26,quotes,1,4
287,370,Irrational Numbers cannot be written as a f*****,5,5,11111,409,0.93,34,fraction,1,4
299,387,<h1> = b**** level tag,4,4,1111,560,0.26,31,block,1,12
305,705,לעשות אותך שמח,0,0,,1036,0.07,81,to make you happy,1,5
308,639,מהבית,0,0,,1178,0.07,81,from home,1,3
311,717,אני כאן,0,0,,1021,0.07,81,i am here,1,3
315,668,גבוה ככל הניתן,0,0,,1049,0.07,81,high as possible,0,4
490,312,HTML Block Level is rendered with a line break before and after,2,2,11,802,0.29,44,Yes,1,168
495,236,Happy people share p***** energy with those around them,9,9,111111111,287,1.0,29,positive,1,5
496,481,או,3,3,111,340,0.07,18,or,1,1
1882,506,to know = to have information in your m*****,5,5,11111,241,0.07,13,mind,1,1386
1980,417,browser = a computer program for displaying and n***** between web pages,2,2,11,809,0.02,40,navigating,1,98
1983,282,Square Number can end with digit 7,7,7,1111111,443,0.74,33,No,1,3
1986,281,Square Number can end with digit 6,4,4,1111,566,0.74,39,Yes,1,3
2001,690,זה יעבוד,0,0,,1047,0.07,81,it ,0,15
2012,526,Executing a module in i***** mode enables printing the variables' values,4,3,1011,194,0.79,29,interactive,1,9
2015,466,<h1> is the most i***** heading on the page,5,5,11111,388,0.62,28,important,1,3
2020,369,Irrational Numbers cannot be w***** as a fraction,5,5,11111,292,0.93,28,written,1,5
2023,524,Python Module file ends with .***** extension,1,1,1,843,0.79,54,py,1,3
2027,708,להכין מרק,0,0,,1052,0.07,81,to make a soup,0,4
2261,250,Integer can be negative,13,13,11111111111,346,0.93,31,Yes,1,1
2263,192,division = splitting into e***** parts,6,6,111111,874,0.05,44,equal,1,3
2268,692,כל כך יפה,0,0,,1055,0.07,81,so beautiful,1,5
2273,246,The Number N is a Composite Number iff one can arrange N points in a r*****,7,7,1111111,579,0.86,41,rectangle,1,5
2277,605,זה ixxxxx; xxxixxx; xxxaxxx,1,1,1,404,0.07,21,it, this, that,1,4
2283,267,Numbers w***** invented for counting commodities (ex: 5 packages),6,6,111111,205,0.67,20,were,1,6
2285,596,היום,1,1,1,405,0.07,21,today,1,2
2287,733,רגע,0,0,,1043,0.07,81,moment,1,2
2291,707,מיוצר בסין,0,0,,1061,0.07,81,made in china,1,3
2296,358,Number Type Ordering: Natural (Counting) => Whole => Integer => ***** => Real,4,4,1111,311,0.93,29,rational,1,5
2298,254,Natural Numbers = positive i*****,6,6,111111,253,0.9,26,integers,1,2
2312,539,Importing Module process executes the imported m***** (once per session),4,4,1111,242,0.79,23,module,1,13
2315,263,Rational Numbers can be negative,7,7,1111111,629,0.93,45,Yes,1,3
2320,461,Heading Tag defines the h***** and the structure of the web page content,5,5,11111,258,0.57,21,hierarchy,1,5
2379,723,הם אהבו אחד את השני,0,0,,1050,0.07,81,they loved each other,1,59
2385,730,זה הרבה זמן,0,0,,1051,0.07,81,it is a lot of time,1,5
2413,201,צורת רבים,4,4,1111,605,0.07,31,plural form,1,29
2418,548,תספר לי על עצמך,3,3,111,503,0.07,26,tell me about yourself,1,5
2421,507,אתה יכול לעשות את זה,2,2,11,617,0.07,31,you can do it,1,3
2424,720,moment = a very brief period of *****,0,0,,1055,0.07,81,time,1,2
2426,642,לך הביתה,0,0,,1214,0.07,81,go home,1,2
2430,705,לעשות אותך שמח,1,1,1,38,0.07,2,to make you happy,1,4
2432,368,מה,5,5,11111,196,0.07,10,what,1,2
2437,650,קיבלתי ציון,0,0,,1217,0.07,81,i get a grade,0,5
2445,296,HTML Document consists of HTML Elements,5,5,11111,687,0.12,36,Yes,1,2
2447,700,טבלה מלאה,0,0,,1078,0.07,81,full table,1,3
2450,702,ילד טוב,0,0,,1079,0.07,81,good boy,1,3
2461,456,Head Tag for English language,5,4,10111,540,0.62,42,<html lang="en"></html>,0,10
2478,674,אני יודע אנגלית,0,0,,1091,0.07,81,i know english,1,5
2482,449,Doctype Tag is instruction to the browser about what version of HTML the page is w***** in,3,3,111,617,0.52,38,written,1,5
2485,696,על הקו,0,0,,1083,0.07,81,on the line,1,3
2491,270,Square Number is ***** of the number with itself,8,8,11111111,232,0.74,22,multiplication,1,6
2493,468,<h6> is the most important heading on the page,4,4,1111,210,0.62,19,No,1,2
2496,410,Block Level occupies 100% of the available w*****,6,5,110111,403,0.31,29,1,0,3
2507,533,Command "*****" load another module and grant access to its content,3,3,111,267,0.79,25,import,1,5
2510,447,Doctype Tag is instruction to the b***** about what version of HTML the page is written in,3,3,111,622,0.52,38,browser,1,3
2512,734,זמן,0,0,,1072,0.07,81,time,1,2
2515,326,HTML Tags are embedded into each other to indicate the document's o********,8,8,11111111,272,0.45,20,organization,1,3
2517,554,כל כך *****s,4,2,0011,357,0.07,33,so,1,2
2530,693,אז מה,0,0,,1092,0.07,81,so what,1,12
2532,432,כותרת h*****e,4,4,1111,139,0.05,7,headline,1,2
2534,180,and = used to j***** two words,4,4,1111,173,0.07,9,join,1,2
2537,474,HTML Tag is empty element,6,6,111111,486,0.62,33,No,1,2
2539,267,Numbers w***** invented for counting commodities (ex: 5 packages),7,7,1111111,38,0.67,11,were,1,2
2544,584,רוב המקרים,2,2,11,285,0.07,15,most cases,1,5
2550,667,אני לא כמוך,0,0,,1108,0.07,81,i am not like you,1,6
2553,464,Heading Tag has ***** levels of hierarchy [len(h1; h2;…)],4,4,1111,609,0.6,39,6,1,3
2556,360,Recommended HTML Style is lowercase,5,5,11111,982,0.24,52,Yes,1,2
2566,362,Rational Numbers = {p/q : ***** and ***** are *****; q is not zero},4,3,1011,103,0.93,26,p and q are integers,1,10
2568,332,אבל / אולם,5,5,11111,114,0.07,6,but,1,2
2570,467,<h1> is the most important heading on the page,2,2,11,736,0.62,46,Yes,1,2
2572,497,The drawback of the Interactive Mode is it does not s***** the typed code in a file,5,5,11111,264,0.71,23,save,1,3
2577,534,Command "import" load another m***** and grant access to its content,2,2,11,853,0.79,54,module,1,4
2583,676,האם אתה יכול לעזור לי,0,0,,1116,0.07,81,can you help me,1,6
2592,634,the = before a ***** shows that was is referred to is already known to the speaker,0,0,,1248,0.07,81,noun,1,8
2597,602,זה מאוד יפה,0,0,,1489,0.07,81,it is very beautiful,1,6
2646,259,Counting Numbers can be negative,7,7,1111111,276,0.93,27,No,1,48
2656,565,טייס,4,3,1011,315,0.05,24,pilot,1,10
2660,372,In Irrational Numbers; the decimal expansion goes on forever without *****ing,6,6,111111,684,0.93,48,repeating,1,5
2666,344,כפל,4,4,1111,825,0.07,42,multiplication,1,6
2670,214,בתוך *i****,4,4,1111,520,0.07,27,within,1,3
2674,679,בכל זמן,0,0,,1124,0.07,81,at any time,1,5
