tazak,qid,question,asked,answered,last_10,last_time,priority_val,grade,ans,is_true,elapsed
55,543,will = used to talk about what is going to h***** in the future,0,0,,1010,0.07,81,happen,1,55
203,538,Importing Module process e***** the module (once per session),0,0,,1111,0.79,91,executes,1,148
206,274,N^2 is sum of the first N ***** numbers,6,6,111111,55,0.83,15,odd,1,4
214,545,will = the mental power used to control and direct your t***** and actions,0,0,,1013,0.07,81,thoughts,1,8
231,486,שלי y*****,1,1,1,295,0.07,15,my,1,17
238,458,Head Tag is located in the start of the document; after HTML ***** tag,1,1,1,344,0.62,26,doctype,0,7
248,242,Children with worries have little learning a*****,10,10,1111111111,73,0.98,18,ability,1,3
253,539,Importing Module process executes the m***** (once per session),0,0,,1117,0.79,91,module,1,5
267,304,Empty HTML Element is without Opening Tag,5,5,11111,272,0.26,17,No,1,14
273,384,Tag Attributes values should be enclosed in quotation ***** (usually by double quotes),4,4,1111,333,0.38,22,marks,1,6
1046,391,<img> = ***** level tag,2,2,11,448,0.26,26,inline,1,773
1208,510,כמו *****l,1,1,1,114,0.07,6,like,1,162
1213,329,Number Line is a straight line that serves as a***** for real numbers,6,4,011110,28,0.69,21,abstraction,1,5
1216,552,שלהם,0,0,,1023,0.07,81,their,1,2
1226,518,כלשהו; איזשהו,0,0,,1124,0.07,81,any,1,10
1246,466,<h1> is the most i***** heading on the page,1,1,1,420,0.62,30,important,1,20
1248,211,של,4,4,1111,462,0.07,24,of,1,2
1250,284,Square Number can end with digit 9,3,3,111,461,0.74,34,Yes,1,3
1255,558,בנים ובנות,0,0,,1018,0.02,80,boys and girls,1,4
1257,250,Integer can be negative,9,9,111111111,201,0.93,24,Yes,1,2
1259,349,Natural Numbers = p***** i*****,5,5,11111,237,0.88,25,positive integers,1,3
1266,516,כל; כל אחד y*****,0,0,,1131,0.07,81,every,1,6
1269,562,בזמן הזה,0,0,,1022,0.02,80,in this time,0,3
1408,554,כל כך *****s,0,0,,1033,0.07,81,דם,0,134
1428,541,t***** = of or belonging to them,0,0,,1034,0.07,81,their,1,17
1433,197,אני אצליח,4,3,1101,153,0.02,15,i will succeed,1,5
1442,540,Importing Module process executes the module (once per s*****),0,0,,1136,0.79,91,session,1,9
1444,283,Square Number can end with digit 8,2,2,11,154,0.74,18,No,1,2
1449,549,הסיפור מספר,0,0,,1038,0.02,80,the story tells,1,5
1452,393,הפשטה *****a,2,2,11,531,0.05,27,abstraction,1,3
1468,430,הכי,1,1,1,376,0.07,19,,0,15
1517,525,Execute module.py in Command Prompt,3,0,000,42,0.81,44,python module,0,46
1525,209,אלה **e**,4,4,1111,156,0.07,8,these,1,3
1530,546,will = the mental power used to control and direct your thoughts and a*****,0,0,,1043,0.07,81,actions,1,5
1535,537,Import module_py,0,0,,1144,0.81,92,import module,1,5
1544,471,HTML Tag for English language,3,1,100,219,0.62,40,<html lang="en"></html,0,10
1559,561,זה אבא שלי,0,0,,1036,0.02,80,this is my father,1,4
1563,555,לספר,0,0,,1047,0.07,81,to tell,1,4
1565,425,היררכיה,1,1,1,307,0.05,16,hierarchy,1,3
1567,282,Square Number can end with digit 7,5,5,11111,69,0.74,14,No,1,1
1576,269,The first systematic study of numbers as absractions is usually credited to the Greek p***** Pythagoras and Archimedes,2,2,11,561,0.67,38,philosophers,1,9
1581,225,בסופו של דבר *****u,3,3,111,439,0.05,22,ultimately,1,6
1585,564,מלך ישראל,0,0,,1042,0.02,80,king of israel,1,4
1594,376,Tag Attributes u**** consists of a key-value pairs (ex: width="50"),3,2,011,470,0.4,39,usually,1,9
1607,533,"*****" load another module and grant access to its content,0,0,,1154,0.79,91,import,1,13
1611,503,In the Interactive Mode; a multiline statement terminates with a blank l*****,1,1,1,217,0.71,21,line,1,4
