tazak,qid,question,asked,answered,last_10,last_time,priority_val,grade,ans,is_true,elapsed
7,525,Execute module.py in Command Prompt,7,3,0000111,247,0.81,41,python module.py,1,7
9,719,כאן; פה,0,0,,1213,0.07,81,here,1,2
11,228,בסופו של דבר *****e,5,5,11111,255,0.05,13,eventually,1,3
14,527,Executing a module in interactive m***** enables printing the variables' values,5,5,11111,515,0.79,37,mode,1,2
18,620,hierarchy = a system in which objects are ranked one above the other according to t***** status,1,1,1,515,0.02,26,their,1,5
199,738,module_1 content:
====================
print('start module_1')
x=2

module_2 content:
====================
from  module_1 import x
print(module_1.x)

Valid code?,0,0,,1117,0.81,92,No,1,166
433,471,HTML Tag for English language,6,2,100010,214,0.62,40,<html lang="en></html>,0,235
450,538,Importing Module process e***** the imported module (once per session),5,5,11111,95,0.79,16,executes,1,6
474,319,Non Empty Element can contain any number of Elements inside it,5,5,11111,306,0.21,18,Yes,1,23
477,309,Empty HTML Element can nest other Elements within them,5,5,11111,754,0.31,42,No,1,4
507,564,מלך ישראל,2,2,11,533,0.07,27,king of israel,1,29
513,528,Executing a module in interactive mode e***** printing the variables' values,3,3,111,501,0.79,36,enables,1,6
517,695,מאחורי הקווים,0,0,,1241,0.07,81,behind the lines,1,4
521,382,Tag Attributes values should be e***** in quotation marks (usually by double quotes),4,4,1111,717,0.38,41,enclosed,1,4
526,499,The drawback of the Interactive Mode is it does not save the typed code in a f*****,4,4,1111,515,0.71,36,file,1,5
530,358,Number Type Ordering: Natural (Counting) => Whole => Integer => ***** => Real,5,5,11111,182,0.93,23,rational,1,4
532,732,זמן חופשי,0,0,,1228,0.07,81,free time,1,3
537,454,Head Tag h***** the metadata of the HTML Document,6,6,111111,735,0.62,46,holds,1,5
542,649,נשיכה ארוכה,1,1,1,279,0.07,15,long bite,0,5
573,643,לך מפה,1,1,1,382,0.07,20,go away,1,2
579,722,הם עזרו זה לזה,0,0,,1232,0.07,81,they helped each other,1,6
581,241,Children w***** succeed in what they love to do,5,5,11111,782,0.98,53,will,1,2
594,743,import and print variable x from module_1 (with from),0,0,,1022,0.81,92,from module_1 import x\nprint(x),1,13
598,503,In the Interactive Mode; a multiline statement terminates with a blank l*****,6,6,111111,309,0.71,26,line,1,4
605,194,סוגריים [],5,4,11011,523,0.07,33,braces,0,7
612,231,If one of the family members is not happy; e***** none of them will be happy,10,10,1111111111,133,1.0,21,eventually,1,5
615,412,מלבן,3,2,011,436,0.07,32,rectangle,1,2
620,657,כריית פחם,1,1,1,388,0.07,20,cola mining,0,6
628,661,לנשוך,1,1,1,273,0.05,14,to bite,1,3
634,234,A happy man does not complain all the time and thinks the world o***** him,11,10,01111111111,292,1.0,32,owes,1,6
636,313,HTML Inline Level is rendered with a line break before and after,5,5,11111,807,0.29,44,No,1,2
643,502,In the Interactive Mode; a multiline statement terminates with a b***** line,6,6,111111,231,0.71,22,blank,1,7
645,208,זה *a**,5,5,11111,738,0.07,37,that,1,2
647,429,מבנה *****s,2,2,11,1026,0.07,51,structure,1,2
650,713,על שולחן הכתיבה,1,0,0,108,0.07,36,on the desk,1,3
653,255,Natural Numbers = p***** integers,9,9,111111111,264,0.9,26,positive,1,3
656,653,השגתי את זה,0,0,,1406,0.07,81,i got it,1,3
669,744,import and print variable x from module_1 (without from),0,0,,1037,0.81,92,import module_1\nprint(module_1.x),1,13
674,670,כמוך,0,0,,1277,0.07,81,like you,1,5
678,290,Markup Language = tags that c***** the text,7,7,1111111,676,0.14,35,characterize,1,4
690,243,Children with worries h***** little learning ability,6,6,111111,149,0.98,22,have,1,12
695,583,רוב האנשים,3,3,111,470,0.07,24,most people,1,5
705,590,סוגריים; הורות,1,1,1,666,0.05,34,parentheses; parenthood,0,10
764,261,{p/q : p and q are integers; q is not zero} = r***** numbers,8,8,11111111,92,0.9,18,rational,1,2
765,481,או,4,4,1111,231,0.07,12,or,1,1
769,718,כאן ועכשיו,0,0,,1257,0.07,81,,0,4
777,647,קצר או ארוך,1,1,1,415,0.07,21,short or long,1,3
779,282,Square Number can end with digit 7,8,8,11111111,231,0.74,22,No,1,2
789,689,הסיפור שלהם,1,1,1,275,0.07,14,their story,1,10
792,466,<h1> is the most i***** heading on the page,6,6,111111,229,0.62,20,important,1,3
812,633,a/an = before a noun shows that was is referred to is ***** already known to the speaker,1,1,1,402,0.07,21,not,1,20
817,739,module_1 content:
====================
print('start module_1')
x=2

module_2 content:
====================
from  module_1 import x
print(x)

Valid code?,1,1,1,107,0.81,17,Yes,1,5
830,740,module_1 content:
====================
print('start module_1')
x=2

module_2 content:
====================
from  module_1 import x
print(x)

What will be printed?,1,0,0,63,0.81,45,start module_1\n2,1,13
