tazak,qid,question,asked,answered,last_10,last_time,priority_val,grade,ans,is_true,elapsed
7401,217,אתה,0,0,,1000,1.0,95,you,1,7402
7403,596,היום,0,0,,1001,1.0,95,today,1,2
7409,482,על ידי *****,0,0,,1002,1.0,95,by,1,6
7412,219,לעשות to d,0,0,,1003,1.0,95,to do,1,3
7414,203,להתחיל להיות,0,0,,1004,1.0,95,to be,0,2
7420,555,לספר,0,0,,1005,1.0,95,to tell,1,2
7422,212,ל,0,0,,1006,1.0,95,to,1,2
7426,613,ילד/ה *****c,0,0,,1007,1.0,95,child,1,4
7427,513,אם *****i,0,0,,1008,1.0,95,if,1,1
7430,477,שלו,0,0,,1009,1.0,95,his,1,3
7435,561,זה אבא שלי,0,0,,1000,1.0,95,this is my father,1,5
7440,653,השגתי את זה,0,0,,1001,1.0,95,i got it,1,5
7442,221,עם ***w,0,0,,1002,1.0,95,with,1,2
7444,607,להעניק,0,0,,1003,0.67,90,to grant,1,2
7446,615,ילד/ה cxxxxx; kxxxxx,0,0,,1004,1.0,95,child; kid,1,2
7447,206,זה *i,0,0,,1005,1.0,95,it,1,1
7449,572,קו,0,0,,1006,1.0,95,line,1,2
7450,211,של,0,0,,1007,1.0,95,of,1,1
7455,560,אני יכול לעשות את זה,0,0,,1008,1.0,95,i can do it,1,5
7459,220,הוא,0,0,,1009,1.0,95,he,1,4
7464,334,הם,0,0,,1010,1.0,95,they,1,5
7467,625,אישה גבוהה,0,0,,1011,1.0,95,tall woamn,0,3
7496,670,כמוך,0,0,,1012,1.0,95,like you,1,26
7506,612,מבנה מורכב,0,0,,1013,1.0,95,complex structure,1,10
7509,696,על הקו,0,0,,1014,1.0,95,on the line,1,3
7511,413,כיכר *****p,0,0,,1015,0.67,90,plaza,1,2
7519,722,הם עזרו זה לזה,0,0,,1016,1.0,95,they helped each other,1,8
7524,602,זה מאוד יפה,0,0,,1017,1.0,95,it is very beautiful,1,5
