tazak,qid,question,asked,answered,last_10,last_time,priority_val,grade,ans,is_true,elapsed
12,206,זה *i,2,2,11,550,0.07,28,it,1,12
16,535,"import" load another module and g***** access to its content,2,2,11,152,0.79,19,grant,1,4
735,451,Doctype Tag is located in the ***** line of an HTML document,2,2,11,530,0.55,34,first,1,720
767,218,בשביל,3,3,111,606,0.07,31,for,1,32
770,232,Without happiness; we will not be a***** to share it,11,11,11111111111,138,1.0,21,able,1,3
774,267,Numbers w***** invented for counting commodities (5 packages),3,3,111,799,0.67,50,were,1,4
805,357,Number Type Ordering: Natural (Counting) => Whole => ***** => Rational => Real,5,4,01111,204,0.93,30,integer,1,31
811,580,אבל הוא לא נפל,5,4,01111,19,0.07,7,but he did not fall,1,6
1061,288,Hyper Text = Text with *****k to another text,6,4,011011,634,0.14,43,link,1,250
1064,374,Tag Attributes are located in the ***** tag,5,5,11111,147,0.38,13,opening,1,3
1069,401,G***** Tag Attributes can be used in most elements (ex: class; draggable),4,4,1111,676,0.4,39,global,1,5
1077,208,זה *a**,4,4,1111,872,0.07,44,that,1,8
1104,582,מה קרה לו,1,1,1,194,0.07,10,what happened to him,1,26
1147,382,Tag Attributes values should be e***** in quotation marks (usually by double quotes),3,3,111,544,0.38,32,enclosed,1,43
1161,291,HTML is Case-Sensitive,2,2,11,984,0.24,52,1,1,12
1169,540,Importing Module process executes the module (once per s*****),1,1,1,374,0.79,30,session,1,7
1172,560,אני יכול לעשות את זה,1,1,1,311,0.07,16,i can do it,1,3
1179,469,HTML Tag is i***** for the start and the end of HTML document,2,2,11,655,0.62,42,indication,1,7
1183,305,Empty HTML Element is without Closing Tag,5,5,11111,573,0.26,32,Yes,1,4
1202,359,Number Type Ordering: Natural (Counting) => Whole => Integer => Rational => *****,5,5,11111,761,0.93,52,real,1,19
1204,553,רצון,1,1,1,413,0.07,21,will,1,2
1208,355,Number Type Ordering: ***** => Whole => Integer => Rational => Real,3,3,111,132,0.93,20,natural,1,4
1210,294,You can write and read HTML code in any text editor,4,4,1111,309,0.14,17,Yes,1,2
1216,183,to be able to = to have the n***** ability to do something,5,5,11111,104,0.07,6,necessary,1,6
1219,554,כל כך *****s,2,0,00,317,0.07,46,so,1,3
1263,349,Natural Numbers = p***** i*****,7,7,1111111,224,0.88,24,positive integers,1,44
1276,547,את כל כך יפה,1,0,0,155,0.07,38,you are so beautiful,1,13
1320,410,Block Level occupies 100% of the available w*****,4,3,1101,251,0.31,24,width,1,44
1331,456,Head Tag for English language,4,3,1011,105,0.62,22,<head charset="UTF-8"></head>,1,11
1335,469,HTML Tag is i***** for the start and the end of HTML document,3,3,111,12,0.62,9,indication,1,4
1337,600,ערבי,0,0,,1030,0.05,80,arab,1,2
1340,414,ריבוע,2,2,11,147,0.05,8,square,1,3
1366,520,Python Module is t***** file with python statements,2,2,11,262,0.76,24,text,1,26
