tazak,qid,question,asked,answered,last_10,last_time,priority_val,grade,ans,is_true,elapsed
1909,260,Rational Number = Number that can be written as a f*****,6,6,111111,189,0.9,22,fraction,1,1908
1914,578,הוא והיא,1,1,1,478,0.07,24,he and she,1,5
2627,358,Number Type Ordering: Natural (Counting) => Whole => Integer => ***** => Real,3,3,111,323,0.93,30,rational,1,714
2631,512,לדעת,4,4,1111,109,0.07,6,to know,1,3
2639,619,h***** = a system in which objects are ranked one above the other according to their status,0,0,,1102,0.02,80,hierarchy,1,8
2641,236,Happy people share p***** energy with those around them,8,8,11111111,478,1.0,38,positive,1,2
2646,488,Interactive Mode is good for running e*****,1,1,1,769,0.71,49,experiments,1,5
2648,368,מה,3,3,111,335,0.07,17,what,1,2
2650,213,בתוך *i,6,6,111111,181,0.07,10,in,1,1
2654,369,Irrational Numbers cannot be w***** as a fraction,4,4,1111,193,0.93,23,written,1,5
2659,352,Composite Number is a positive integer that can be performed by multiplying two s***** positive integers,5,5,11111,340,0.74,28,smaller,1,4
2662,357,Number Type Ordering: Natural (Counting) => Whole => ***** => Rational => Real,6,5,011111,242,0.93,31,integer,1,4
2666,181,to be able to = to have the necessary a***** to do something,3,3,111,659,0.07,34,ability,1,4
2670,598,יהודי,1,1,1,85,0.05,5,jewish,1,3
3821,506,to know = to have information in your m*****,3,3,111,147,0.07,8,mind,1,1151
4575,529,Executing a module in interactive mode enables printing the v***** values,1,1,1,389,0.79,31,variables',1,755
4580,267,Numbers w***** invented for counting commodities (ex: 5 packages),4,4,1111,248,0.67,22,were,1,5
4583,322,HTML P***** Element have a Nested Element within it,5,5,11111,162,0.17,10,parent,1,2
4587,561,זה אבא שלי,1,1,1,604,0.07,31,this is my father,1,4
4591,476,***** is sum of the first n odd numbers,3,2,110,274,0.83,36,n^2,1,5
4594,184,finally = after a l***** time,4,4,1111,670,0.07,34,long,1,2
4597,275,Square Number can end with digit 0,5,5,11111,313,0.74,26,Yes,1,3
4598,219,לעשות,5,5,11111,28,0.07,2,to do,1,2
4610,200,אלה כאן ואלה שם,6,5,111011,406,0.07,26,these are here and those are there,1,11
4618,601,הפרח הזה מאוד יפה,0,0,,1154,0.07,81,this flower is very beautiful,1,9
4623,245,Composite Number is a positive i***** that can be performed by multiplying two smaller positive integers,5,5,11111,730,0.83,48,integer,1,4
4625,600,ערבי,1,1,1,233,0.05,12,arab,1,2
4694,355,Number Type Ordering: ***** => Whole => Integer => Rational => Real,4,4,1111,243,0.93,26,natural,1,69
4700,448,Doctype Tag is instruction to the browser about what version of HTML the d***** is written in,3,3,111,529,0.52,34,document,1,5
